V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
343355	RR00492446	hsa-miR-106b-5p	miRNA	Homo sapiens	EIF4G3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:8672	0.6298	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
343357	RR00492695	hsa-miR-106b-5p	miRNA	Homo sapiens	EIF5	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:1983	0.651	N/A	HITS-CLIP//PAR-CLIP	N/A
343360	RR00493125	hsa-miR-106b-5p	miRNA	Homo sapiens	EIF5B	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:9669	0.6028	N/A	HITS-CLIP//PAR-CLIP	N/A
343366	RR00494714	hsa-miR-106b-5p	miRNA	Homo sapiens	ELK3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2004	0.6507	N/A	HITS-CLIP//Microarray//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343367	RR00494831	hsa-miR-106b-5p	miRNA	Homo sapiens	ELK4	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2005	0.6396	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget
343370	RR00495458	hsa-miR-106b-5p	miRNA	Homo sapiens	ELMO2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:63916	0.6252	N/A	HITS-CLIP//PAR-CLIP	N/A
343381	RR00499018	hsa-miR-106b-5p	miRNA	Homo sapiens	EMSY	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:56946	0.7078	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343387	RR00500444	hsa-miR-106b-5p	miRNA	Homo sapiens	ENO1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2023	0.6075	N/A	HITS-CLIP//CLASH//PAR-CLIP	N/A
343390	RR00501257	hsa-miR-106b-5p	miRNA	Homo sapiens	ENPP5	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:59084	0.6489	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343392	RR00503193	hsa-miR-106b-5p	miRNA	Homo sapiens	ENTPD4	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:9583	0.6118	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343397	RR00503815	hsa-miR-106b-5p	miRNA	Homo sapiens	EP300	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2033	0.6324	N/A	HITS-CLIP//ChIP-seq//CLIP-seq//PAR-CLIP	Cupid//miRanda
343409	RR00505955	hsa-miR-106b-5p	miRNA	Homo sapiens	EPHA4	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2043	0.663	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343418	RR00507826	hsa-miR-106b-5p	miRNA	Homo sapiens	EPRS	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2058	0.6744	N/A	PAR-CLIP	N/A
343452	RR00513989	hsa-miR-106b-5p	miRNA	Homo sapiens	ETF1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2107	0.61	N/A	HITS-CLIP//CLIP-seq	Cupid//miRanda//Bayesian target prediction algorithm
343472	RR00518660	hsa-miR-106b-5p	miRNA	Homo sapiens	EZH1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2145	0.6914	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343488	RR00535499	hsa-miR-106b-5p	miRNA	Homo sapiens	FAM102A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:399665	0.6271	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343494	RR00536719	hsa-miR-106b-5p	miRNA	Homo sapiens	FAM117B	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:150864	0.6071	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343502	RR00538160	hsa-miR-106b-5p	miRNA	Homo sapiens	FAM129A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:116496	0.6679	qRT-PCR//Luciferase reporter assay//Western blot	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343514	RR00539904	hsa-miR-106b-5p	miRNA	Homo sapiens	FAM160B1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:57700	0.625	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda
343530	RR00543376	hsa-miR-106b-5p	miRNA	Homo sapiens	FAM210A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:125228	0.6186	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343575	RR00554017	hsa-miR-106b-5p	miRNA	Homo sapiens	FBH1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:84893	0.6069	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
343584	RR00553341	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXL3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:26224	0.6793	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343586	RR00553456	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXL5	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:26234	0.6904	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
343589	RR00553791	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXO11	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:80204	0.6561	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343590	RR00554110	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXO21	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:23014	0.6309	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343593	RR00554384	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXO28	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:23219	0.6269	N/A	CLIP-seq	Cupid//miRanda//MirTarget
343594	RR00554823	hsa-miR-106b-5p	miRNA	Homo sapiens	FBXO31	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:79791	0.6151	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343612	RR00557565	hsa-miR-106b-5p	miRNA	Homo sapiens	FCHO2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:115548	0.6324	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343619	RR00558915	hsa-miR-106b-5p	miRNA	Homo sapiens	FEM1B	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:10116	0.6346	N/A	HITS-CLIP//PAR-CLIP	MirTarget
343620	RR00558974	hsa-miR-106b-5p	miRNA	Homo sapiens	FEM1C	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:56929	0.6434	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
343668	RR00569949	hsa-miR-106b-5p	miRNA	Homo sapiens	FMNL2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:114793	0.6341	N/A	HITS-CLIP//PAR-CLIP	N/A
343677	RR00571696	hsa-miR-106b-5p	miRNA	Homo sapiens	FNBP1L	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:54874	0.6086	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343678	RR00571950	hsa-miR-106b-5p	miRNA	Homo sapiens	FNBP4	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:23360	0.6064	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343683	RR00573062	hsa-miR-106b-5p	miRNA	Homo sapiens	FNIP2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:57600	0.627	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343697	RR00575319	hsa-miR-106b-5p	miRNA	Homo sapiens	FOXJ3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:22887	0.6565	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343699	RR00575704	hsa-miR-106b-5p	miRNA	Homo sapiens	FOXK2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3607	0.6237	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343714	RR00579534	hsa-miR-106b-5p	miRNA	Homo sapiens	FRMD6	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:122786	0.6187	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
343720	RR00582079	hsa-miR-106b-5p	miRNA	Homo sapiens	FUBP1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:8880	0.6016	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
343737	RR00584975	hsa-miR-106b-5p	miRNA	Homo sapiens	FZD3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:7976	0.6116	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
343780	RR00609323	hsa-miR-106b-5p	miRNA	Homo sapiens	GBF1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:8729	0.6052	N/A	HITS-CLIP//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343795	RR00612400	hsa-miR-106b-5p	miRNA	Homo sapiens	GDI2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2665	0.642	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	N/A
343796	RR00612496	hsa-miR-106b-5p	miRNA	Homo sapiens	GDI2P1	pseudo	Homo sapiens	miRBase:MIMAT0000680	NCBI:2667	0.6218	N/A	HITS-CLIP//PAR-CLIP	N/A
343810	RR00615989	hsa-miR-106b-5p	miRNA	Homo sapiens	GIGYF1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:64599	0.7171	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343820	RR00617383	hsa-miR-106b-5p	miRNA	Homo sapiens	GJA1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2697	0.6237	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343834	RR00620177	hsa-miR-106b-5p	miRNA	Homo sapiens	GLO1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2739	0.6792	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343846	RR00624156	hsa-miR-106b-5p	miRNA	Homo sapiens	GMFB	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2764	0.6303	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
343858	RR00627836	hsa-miR-106b-5p	miRNA	Homo sapiens	GNPDA2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:132789	0.625	N/A	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343860	RR00628173	hsa-miR-106b-5p	miRNA	Homo sapiens	GNS	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2799	0.689	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
343861	RR00628344	hsa-miR-106b-5p	miRNA	Homo sapiens	GOLGA1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2800	0.6386	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343870	RR00629829	hsa-miR-106b-5p	miRNA	Homo sapiens	GOLGB1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2804	0.6074	N/A	HITS-CLIP//PAR-CLIP	N/A
343878	RR00631500	hsa-miR-106b-5p	miRNA	Homo sapiens	GPAM	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:57678	0.6055	N/A	HITS-CLIP//CLIP-seq	miRanda//MirTarget
343888	RR00633260	hsa-miR-106b-5p	miRNA	Homo sapiens	GPD2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2820	0.6159	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
343895	RR00634804	hsa-miR-106b-5p	miRNA	Homo sapiens	GPR137B	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:7107	0.6828	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343940	RR00643351	hsa-miR-106b-5p	miRNA	Homo sapiens	GRSF1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2926	0.6075	N/A	HITS-CLIP//PAR-CLIP	N/A
343953	RR00646425	hsa-miR-106b-5p	miRNA	Homo sapiens	GTF2I	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:2969	0.6793	N/A	N/A	miRanda
343967	RR00648510	hsa-miR-106b-5p	miRNA	Homo sapiens	GXYLT1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:283464	0.6533	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
343983	RR00698738	hsa-miR-106b-5p	miRNA	Homo sapiens	HAUS8	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:93323	0.6564	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
343985	RR00699147	hsa-miR-106b-5p	miRNA	Homo sapiens	HBP1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:26959	0.6707	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
343988	RR00699599	hsa-miR-106b-5p	miRNA	Homo sapiens	HCCS	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3052	0.686	N/A	HITS-CLIP//PAR-CLIP	N/A
343997	RR00701930	hsa-miR-106b-5p	miRNA	Homo sapiens	HDGF	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3068	0.6359	N/A	HITS-CLIP//PAR-CLIP	N/A
344001	RR00702970	hsa-miR-106b-5p	miRNA	Homo sapiens	HECA	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:51696	0.6007	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344003	RR00703231	hsa-miR-106b-5p	miRNA	Homo sapiens	HECTD2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:143279	0.6296	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344024	RR00707759	hsa-miR-106b-5p	miRNA	Homo sapiens	HIF1A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3091	0.6642	qPCR//qRT-PCR//Luciferase reporter assay//Western blot	HITS-CLIP//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344029	RR00709296	hsa-miR-106b-5p	miRNA	Homo sapiens	HIPK3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:10114	0.6746	N/A	HITS-CLIP//CLIP-seq//PARE//PAR-CLIP	Cupid//miRanda
344043	RR00713510	hsa-miR-106b-5p	miRNA	Homo sapiens	HMGA2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:8091	0.6494	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344065	RR00718069	hsa-miR-106b-5p	miRNA	Homo sapiens	HNRNPU	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3192	0.6041	N/A	HITS-CLIP//PAR-CLIP	N/A
344071	RR00719085	hsa-miR-106b-5p	miRNA	Homo sapiens	HOOK3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:84376	0.6012	N/A	CLIP-seq	Cupid//MirTarget
344104	RR00726232	hsa-miR-106b-5p	miRNA	Homo sapiens	HSP90AB3P	pseudo	Homo sapiens	miRBase:MIMAT0000680	NCBI:3327	0.6222	N/A	HITS-CLIP//PAR-CLIP	N/A
344111	RR00727068	hsa-miR-106b-5p	miRNA	Homo sapiens	HSPA8	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3312	0.697	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344134	RR00738343	hsa-miR-106b-5p	miRNA	Homo sapiens	ICMT	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:23463	0.6577	N/A	CLIP-seq//PAR-CLIP	Cupid
344156	RR00743051	hsa-miR-106b-5p	miRNA	Homo sapiens	IGF2BP1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:10642	0.6472	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
344167	RR00745316	hsa-miR-106b-5p	miRNA	Homo sapiens	IKBIP	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:121457	0.6041	N/A	CLIP-seq	miRanda//MirTarget
344185	RR00749589	hsa-miR-106b-5p	miRNA	Homo sapiens	IL6ST	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3572	0.6531	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget
344195	RR00752137	hsa-miR-106b-5p	miRNA	Homo sapiens	INIP	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:58493	0.6124	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
344206	RR00755130	hsa-miR-106b-5p	miRNA	Homo sapiens	IP6K1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:9807	0.6086	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
344211	RR00755902	hsa-miR-106b-5p	miRNA	Homo sapiens	IPO7	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:10527	0.6675	N/A	CLIP-seq//CLASH//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
344239	RR00761239	hsa-miR-106b-5p	miRNA	Homo sapiens	ITCH	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:83737	0.6639	Western blot//IP//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344252	RR00763223	hsa-miR-106b-5p	miRNA	Homo sapiens	ITGB8	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3696	0.6653	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
344266	RR00779226	hsa-miR-106b-5p	miRNA	Homo sapiens	JAK1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3716	0.7049	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344282	RR00715343	hsa-miR-106b-5p	miRNA	Homo sapiens	JPT1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:51155	0.6743	N/A	CLIP-seq//Microarray	miRanda//MirTarget//Bayesian target prediction algorithm
344295	RR00784745	hsa-miR-106b-5p	miRNA	Homo sapiens	KAT6A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:7994	0.627	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
344297	RR00785189	hsa-miR-106b-5p	miRNA	Homo sapiens	KATNAL1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:84056	0.6576	N/A	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	miRanda//MirTarget
344361	RR00799555	hsa-miR-106b-5p	miRNA	Homo sapiens	KIAA1191	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:57179	0.6462	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
344363	RR00800372	hsa-miR-106b-5p	miRNA	Homo sapiens	KIAA1522	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:57648	0.6244	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344375	RR00802985	hsa-miR-106b-5p	miRNA	Homo sapiens	KIF23	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:9493	0.6784	N/A	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344385	RR00805361	hsa-miR-106b-5p	miRNA	Homo sapiens	KLC1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3831	0.6305	N/A	CLIP-seq	miRanda
344387	RR00805641	hsa-miR-106b-5p	miRNA	Homo sapiens	KLF10	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:7071	0.6722	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344388	RR00805757	hsa-miR-106b-5p	miRNA	Homo sapiens	KLF11	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:8462	0.6658	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344390	RR00806610	hsa-miR-106b-5p	miRNA	Homo sapiens	KLF3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:51274	0.6731	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
344396	RR00808455	hsa-miR-106b-5p	miRNA	Homo sapiens	KLHL15	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:80311	0.6033	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344398	RR00808934	hsa-miR-106b-5p	miRNA	Homo sapiens	KLHL20	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:27252	0.666	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
344402	RR00809496	hsa-miR-106b-5p	miRNA	Homo sapiens	KLHL28	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:54813	0.7102	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
344416	RR00811697	hsa-miR-106b-5p	miRNA	Homo sapiens	KMT2A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:4297	0.6247	N/A	HITS-CLIP//PAR-CLIP	MirTarget
344422	RR00812660	hsa-miR-106b-5p	miRNA	Homo sapiens	KMT5B	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:51111	0.6371	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344424	RR00813418	hsa-miR-106b-5p	miRNA	Homo sapiens	KPNA2	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3838	0.7386	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344425	RR00813542	hsa-miR-106b-5p	miRNA	Homo sapiens	KPNA3	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3839	0.6094	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344426	RR00813691	hsa-miR-106b-5p	miRNA	Homo sapiens	KPNA4	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3840	0.6622	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344433	RR00815256	hsa-miR-106b-5p	miRNA	Homo sapiens	KRT10	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3858	0.6259	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
344457	RR00833014	hsa-miR-106b-5p	miRNA	Homo sapiens	LAMC1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3915	0.6353	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
344462	RR00833798	hsa-miR-106b-5p	miRNA	Homo sapiens	LAMTOR1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:55004	0.6978	N/A	CLIP-seq//PAR-CLIP	miRanda
344466	RR00834230	hsa-miR-106b-5p	miRNA	Homo sapiens	LAPTM4A	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:9741	0.7382	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344472	RR00835454	hsa-miR-106b-5p	miRNA	Homo sapiens	LASP1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3927	0.6786	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344481	RR00837042	hsa-miR-106b-5p	miRNA	Homo sapiens	LCOR	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:84458	0.6191	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
344485	RR00838404	hsa-miR-106b-5p	miRNA	Homo sapiens	LDLR	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3949	0.6995	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
344493	RR00839877	hsa-miR-106b-5p	miRNA	Homo sapiens	LEPROT	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:54741	0.6485	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
344509	RR00842644	hsa-miR-106b-5p	miRNA	Homo sapiens	LIF	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3976	0.6466	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
344517	RR00843825	hsa-miR-106b-5p	miRNA	Homo sapiens	LIMK1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:3984	0.6721	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP//Microarray//eCLIP	Cupid//miRanda//MirTarget
344639	RR00859571	hsa-miR-106b-5p	miRNA	Homo sapiens	LRCH1	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:23143	0.6334	qPCR	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
344647	RR00860812	hsa-miR-106b-5p	miRNA	Homo sapiens	LRP12	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:29967	0.6327	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
344701	RR00871658	hsa-miR-106b-5p	miRNA	Homo sapiens	LZIC	mRNA	Homo sapiens	miRBase:MIMAT0000680	NCBI:84328	0.6233	N/A	HITS-CLIP//PAR-CLIP	MirTarget
